club_id,club_slug,club_name,logo_url,country_name,season_id,competition_id,competition_slug,competition_name,club_division,source_url,_last_modified_at
100431,napoli-under-18,Napoli Under 18 (100431),https://tmssl.akamaized.net//images/wappen/head/100431.png?lm=1753167643,Italy,2021,ITJ7,campionato-nazionale-under-18,Campionato Under 18,Campionato Under 18,https://www.transfermarkt.com/napoli-under-18/startseite/verein/100431/saison_id/2021,2025-09-13 09:55:03
10010,esporte-clube-bahia,Esporte Clube Bahia (10010),https://tmssl.akamaized.net//images/wappen/head/10010.png?lm=1412879423,Brazil,2006,BRA1,campeonato-brasileiro-serie-a,Campeonato Brasileiro Série A,Campeonato Brasileiro Série A,https://www.transfermarkt.com/esporte-clube-bahia/startseite/verein/10010/saison_id/2006,2025-09-13 11:59:31
1,1-fc-saarbrucken,1.FC Saarbrücken (1),https://tmssl.akamaized.net//images/wappen/head/1.png?lm=1657876202,Germany,2002,L3,3-liga,3. Liga,3. Liga,https://www.transfermarkt.com/1-fc-saarbrucken/startseite/verein/1/saison_id/2002,2025-09-13 10:41:56
10,arminia-bielefeld,Arminia Bielefeld (10),https://tmssl.akamaized.net//images/wappen/head/10.png?lm=1629204733,Germany,2008,L2,2-bundesliga,2. Bundesliga,2. Bundesliga,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2008,2025-09-13 09:26:57
1010,fc-watford,Watford FC (1010),https://tmssl.akamaized.net//images/wappen/head/1010.png?lm=1468103673,England,2015,GB2,championship,Championship,Championship,https://www.transfermarkt.com/fc-watford/startseite/verein/1010/saison_id/2015,2025-09-13 09:42:38
100631,monopoli-primavera,Monopoli Primavera (100631),https://tmssl.akamaized.net//images/wappen/head/100631.png?lm=1659426470,Italy,2022,IJ2B,primavera-2b,Primavera 2 - B,Primavera 2 - B,https://www.transfermarkt.com/monopoli-primavera/startseite/verein/100631/saison_id/2022,2025-09-13 09:08:50
10004,paris-fc,Paris FC (10004),https://tmssl.akamaized.net//images/wappen/head/10004.png?lm=1411995262,France,2008,FR1,ligue-1,Ligue 1,Ligue 1,https://www.transfermarkt.com/paris-fc/startseite/verein/10004/saison_id/2008,2025-09-13 10:06:09
102,vfb-stuttgart-ii,VfB Stuttgart II (102),https://tmssl.akamaized.net//images/wappen/head/102.png?lm=1680587428,Germany,2015,L3,3-liga,3. Liga,3. Liga,https://www.transfermarkt.com/vfb-stuttgart-ii/startseite/verein/102/saison_id/2015,2025-09-13 10:37:22
1005,us-lecce,US Lecce (1005),https://tmssl.akamaized.net//images/wappen/head/1005.png?lm=1689169528,Italy,2023,IT1,serie-a,Serie A,Serie A,https://www.transfermarkt.com/us-lecce/startseite/verein/1005/saison_id/2023,2025-09-13 09:22:39
1023,se-palmeiras-sao-paulo,Sociedade Esportiva Palmeiras (1023),https://tmssl.akamaized.net//images/wappen/head/1023.png?lm=1411204983,Brazil,2007,BRA1,campeonato-brasileiro-serie-a,Campeonato Brasileiro Série A,Campeonato Brasileiro Série A,https://www.transfermarkt.com/se-palmeiras-sao-paulo/startseite/verein/1023/saison_id/2007,2025-09-13 11:56:15
1003,leicester-city,Leicester City (1003),https://tmssl.akamaized.net//images/wappen/head/1003.png?lm=1472229265,England,2002,GB2,championship,Championship,Championship,https://www.transfermarkt.com/leicester-city/startseite/verein/1003/saison_id/2002,2025-09-13 09:32:48
1020,fc-portsmouth,Portsmouth FC (1020),https://tmssl.akamaized.net//images/wappen/head/1020.png?lm=1565282045,England,2008,GB2,championship,Championship,Championship,https://www.transfermarkt.com/fc-portsmouth/startseite/verein/1020/saison_id/2008,2025-09-13 09:22:43
1028,fc-millwall,Millwall FC (1028),https://tmssl.akamaized.net//images/wappen/head/1028.png?lm=1564722431,England,2016,GB2,championship,Championship,Championship,https://www.transfermarkt.com/fc-millwall/startseite/verein/1028/saison_id/2016,2025-09-13 09:37:03
102400,los-angeles-fc-mls-next-pro,Los Angeles FC 2 (102400),https://tmssl.akamaized.net//images/wappen/head/102400.png?lm=1674995063,United States,2015,MNP3,mls-next-pro,MLS Next Pro,MLS Next Pro,https://www.transfermarkt.com/los-angeles-fc-mls-next-pro/startseite/verein/102400/saison_id/2015,2025-09-13 13:08:39
10330,benfica-lissabon-b,SL Benfica B (10330),https://tmssl.akamaized.net//images/wappen/head/10330.png?lm=1535908439,Portugal,2001,PO2,liga-portugal-2,Liga Portugal 2,Liga Portugal 2,https://www.transfermarkt.com/benfica-lissabon-b/startseite/verein/10330/saison_id/2001,2025-09-13 10:30:02
10314,nk-karlovac-1919,NK Karlovac 1919 (10314),https://tmssl.akamaized.net//images/wappen/head/10314.png?lm=1708627488,Croatia,2017,KR2,2-hnl,Prva Nogometna Liga,Prva Nogometna Liga,https://www.transfermarkt.com/nk-karlovac-1919/startseite/verein/10314/saison_id/2017,2025-09-13 11:13:42
1035,sheffield-wednesday,Sheffield Wednesday (1035),https://tmssl.akamaized.net//images/wappen/head/1035.png?lm=1643214896,England,2017,GB2,championship,Championship,Championship,https://www.transfermarkt.com/sheffield-wednesday/startseite/verein/1035/saison_id/2017,2025-09-13 09:37:04
10331,fc-porto-b,FC Porto B (10331),https://tmssl.akamaized.net//images/wappen/head/10331.png?lm=1486310161,Portugal,2023,PO2,liga-portugal-2,Liga Portugal 2,Liga Portugal 2,https://www.transfermarkt.com/fc-porto-b/startseite/verein/10331/saison_id/2023,2025-09-13 10:34:14
103004,lexington-sc,Lexington SC (103004),https://tmssl.akamaized.net//images/wappen/head/103004.png?lm=1665783227,United States,2000,USL,usl-championship,USL Championship,USL Championship,https://www.transfermarkt.com/lexington-sc/startseite/verein/103004/saison_id/2000,2025-09-13 12:00:52
1025,fc-bologna,Bologna FC 1909 (1025),https://tmssl.akamaized.net//images/wappen/head/1025.png?lm=1626441324,Italy,2024,IT1,serie-a,Serie A,Serie A,https://www.transfermarkt.com/fc-bologna/startseite/verein/1025/saison_id/2024,2025-09-13 09:04:09
1030,argentinos-juniors,AA Argentinos Juniors (1030),https://tmssl.akamaized.net//images/wappen/head/1030.png?lm=1423343744,Argentina,2003,ARGC,torneo-final,Torneo Clausura,Torneo Clausura,https://www.transfermarkt.com/argentinos-juniors/startseite/verein/1030/saison_id/2003,2025-09-13 11:37:24
1032,fc-reading,Reading FC (1032),https://tmssl.akamaized.net//images/wappen/head/1032.png?lm=1457723329,England,2023,GB3,league-one,League One,League One,https://www.transfermarkt.com/fc-reading/startseite/verein/1032/saison_id/2023,2025-09-13 09:22:50
1038,sampdoria-genua,UC Sampdoria (1038),https://tmssl.akamaized.net//images/wappen/head/1038.png?lm=1520934353,Italy,2024,IT2,serie-b,Serie B,Serie B,https://www.transfermarkt.com/sampdoria-genua/startseite/verein/1038/saison_id/2024,2025-09-13 09:04:09
1041,olympique-lyon,Olympique Lyon (1041),https://tmssl.akamaized.net//images/wappen/head/1041.png?lm=1656668172,France,2024,FR1,ligue-1,Ligue 1,Ligue 1,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2024,2025-09-13 10:24:27
104630,austin-fc-ii,Austin FC II (104630),https://tmssl.akamaized.net//images/wappen/head/104630.png?lm=1672947344,United States,2025,MNP3,mls-next-pro,MLS Next Pro,MLS Next Pro,https://www.transfermarkt.com/austin-fc-ii/startseite/verein/104630/saison_id/2025,2025-09-13 13:07:45
103657,carolina-core-fc,Carolina Core FC (103657),https://tmssl.akamaized.net//images/wappen/head/103657.png?lm=1698152147,United States,2007,MNP3,mls-next-pro,MLS Next Pro,MLS Next Pro,https://www.transfermarkt.com/carolina-core-fc/startseite/verein/103657/saison_id/2007,2025-09-13 13:10:46
1039,queens-park-rangers,Queens Park Rangers (1039),https://tmssl.akamaized.net//images/wappen/head/1039.png?lm=1464680692,England,2005,GB2,championship,Championship,Championship,https://www.transfermarkt.com/queens-park-rangers/startseite/verein/1039/saison_id/2005,2025-09-13 09:38:24
10484,kasimpasa,Kasimpasa (10484),https://tmssl.akamaized.net//images/wappen/head/10484.png?lm=1753430136,Türkiye,2003,TR1,super-lig,Süper Lig,Süper Lig,https://www.transfermarkt.com/kasimpasa/startseite/verein/10484/saison_id/2003,2025-09-13 10:26:12
1049,fc-valencia,Valencia CF (1049),https://tmssl.akamaized.net//images/wappen/head/1049.png?lm=1406966320,Spain,2023,ES1,laliga,LaLiga,LaLiga,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2023,2025-09-13 09:14:08
1047,como-1907,Como 1907 (1047),https://tmssl.akamaized.net//images/wappen/head/1047.png?lm=1565704078,Italy,2017,IT1,serie-a,Serie A,Serie A,https://www.transfermarkt.com/como-1907/startseite/verein/1047/saison_id/2017,2025-09-13 10:20:50
10507,varbergs-bois,Varbergs BoIS (10507),https://tmssl.akamaized.net//images/wappen/head/10507.png?lm=1415700920,Sweden,2017,SE2,superettan,Superettan,Superettan,https://www.transfermarkt.com/varbergs-bois/startseite/verein/10507/saison_id/2017,2025-09-13 12:49:18
1053,aalborg-bk,Aalborg BK (1053),https://tmssl.akamaized.net//images/wappen/head/1053.png?lm=1518117565,Denmark,2006,DK2,nordicbet-liga,1.Division,1.Division,https://www.transfermarkt.com/aalborg-bk/startseite/verein/1053/saison_id/2006,2025-09-13 11:15:25
1050,fc-villarreal,Villarreal CF (1050),https://tmssl.akamaized.net//images/wappen/head/1050.png?lm=1408655310,Spain,2014,ES1,laliga,LaLiga,LaLiga,https://www.transfermarkt.com/fc-villarreal/startseite/verein/1050/saison_id/2014,2025-09-13 09:14:06
1031,luton-town,Luton Town (1031),https://tmssl.akamaized.net//images/wappen/head/1031.png?lm=1457723228,England,2012,GB3,league-one,League One,League One,https://www.transfermarkt.com/luton-town/startseite/verein/1031/saison_id/2012,2025-09-13 10:44:53
1058,odds-bk,Odds BK (1058),https://tmssl.akamaized.net//images/wappen/head/1058.png?lm=1579446177,Norway,2022,NO2,obos-ligaen,OBOS-ligaen,OBOS-ligaen,https://www.transfermarkt.com/odds-bk/startseite/verein/1058/saison_id/2022,2025-09-13 13:21:17
1059,hammarby-if,Hammarby IF (1059),https://tmssl.akamaized.net//images/wappen/head/1059.png?lm=1420188123,Sweden,2014,SE1,allsvenskan,Allsvenskan,Allsvenskan,https://www.transfermarkt.com/hammarby-if/startseite/verein/1059/saison_id/2014,2025-09-13 10:45:33
1061,los-angeles-galaxy,Los Angeles Galaxy (1061),https://tmssl.akamaized.net//images/wappen/head/1061.png?lm=1493067070,United States,2019,MLS1,major-league-soccer,Major League Soccer,Major League Soccer,https://www.transfermarkt.com/los-angeles-galaxy/startseite/verein/1061/saison_id/2019,2025-09-13 11:08:24
1062,shimizu-s-pulse,Shimizu S-Pulse (1062),https://tmssl.akamaized.net//images/wappen/head/1062.png?lm=1575994292,Japan,2005,JAP1,j1-league,J1 League,J1 League,https://www.transfermarkt.com/shimizu-s-pulse/startseite/verein/1062/saison_id/2005,2025-09-13 11:12:53
1044,djurgardens-if,Djurgårdens IF (1044),https://tmssl.akamaized.net//images/wappen/head/1044.png?lm=1664752306,Sweden,2020,SE1,allsvenskan,Allsvenskan,Allsvenskan,https://www.transfermarkt.com/djurgardens-if/startseite/verein/1044/saison_id/2020,2025-09-13 10:45:48
1057,bryne-fk,Bryne FK (1057),https://tmssl.akamaized.net//images/wappen/head/1057.png?lm=1480871779,Norway,2011,NO1,eliteserien,Eliteserien,Eliteserien,https://www.transfermarkt.com/bryne-fk/startseite/verein/1057/saison_id/2011,2025-09-13 13:26:01
1060,colchester-united,Colchester United (1060),https://tmssl.akamaized.net//images/wappen/head/1060.png?lm=1570543405,England,2020,GB4,league-two,League Two,League Two,https://www.transfermarkt.com/colchester-united/startseite/verein/1060/saison_id/2020,2025-09-13 10:18:56
105,sv-darmstadt-98,SV Darmstadt 98 (105),https://tmssl.akamaized.net//images/wappen/head/105.png?lm=1501493517,Germany,2015,L2,2-bundesliga,2. Bundesliga,2. Bundesliga,https://www.transfermarkt.com/sv-darmstadt-98/startseite/verein/105/saison_id/2015,2025-09-13 09:30:16
1071,wigan-athletic,Wigan Athletic (1071),https://tmssl.akamaized.net//images/wappen/head/1071.png?lm=1407653830,England,2020,GB3,league-one,League One,League One,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2020,2025-09-13 09:22:51
1072,peterborough-united,Peterborough United (1072),https://tmssl.akamaized.net//images/wappen/head/1072.png?lm=1411463544,England,2003,GB3,league-one,League One,League One,https://www.transfermarkt.com/peterborough-united/startseite/verein/1072/saison_id/2003,2025-09-13 10:31:00
10718,fc-andorra,FC Andorra (10718),https://tmssl.akamaized.net//images/wappen/head/10718.png?lm=1652807647,Andorra,2005,ES2,laliga2,LaLiga2,LaLiga2,https://www.transfermarkt.com/fc-andorra/startseite/verein/10718/saison_id/2005,2025-09-13 09:09:00
1078,oldham-athletic,Oldham Athletic (1078),https://tmssl.akamaized.net//images/wappen/head/1078.png?lm=1641223901,England,2021,GB4,league-two,League Two,League Two,https://www.transfermarkt.com/oldham-athletic/startseite/verein/1078/saison_id/2021,2025-09-13 10:18:56
1066,nagoya-grampus,Nagoya Grampus (1066),https://tmssl.akamaized.net//images/wappen/head/1066.png?lm=1704241123,Japan,2021,JAP1,j1-league,J1 League,J1 League,https://www.transfermarkt.com/nagoya-grampus/startseite/verein/1066/saison_id/2021,2025-09-13 11:12:25
1075,sc-braga,SC Braga (1075),https://tmssl.akamaized.net//images/wappen/head/1075.png?lm=1432893871,Portugal,2005,PO1,liga-nos,Liga Portugal,Liga Portugal,https://www.transfermarkt.com/sc-braga/startseite/verein/1075/saison_id/2005,2025-09-13 10:07:11
1080,stade-laval,Stade Lavallois (1080),https://tmssl.akamaized.net//images/wappen/head/1080.png?lm=1683046487,France,2002,FR2,ligue-2,Ligue 2,Ligue 2,https://www.transfermarkt.com/stade-laval/startseite/verein/1080/saison_id/2002,2025-09-13 09:08:46
10775,al-shamal,Al-Shamal SC (10775),https://tmssl.akamaized.net//images/wappen/head/10775.png?lm=1740058937,Qatar,2009,QSL,qatar-stars-league,Qatar Stars League,Qatar Stars League,https://www.transfermarkt.com/al-shamal/startseite/verein/10775/saison_id/2009,2025-09-13 12:05:56
1082,losc-lille,LOSC Lille (1082),https://tmssl.akamaized.net//images/wappen/head/1082.png?lm=1529521041,France,2010,FR1,ligue-1,Ligue 1,Ligue 1,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2010,2025-09-13 10:25:22
10789,sc-braga-b,SC Braga B (10789),https://tmssl.akamaized.net//images/wappen/head/10789.png?lm=1405964126,Portugal,2011,PT3A,liga-3-serie-a,Liga 3,Liga 3,https://www.transfermarkt.com/sc-braga-b/startseite/verein/10789/saison_id/2011,2025-09-13 10:32:09
1084,fc-malaga,Málaga CF (1084),https://tmssl.akamaized.net//images/wappen/head/1084.png?lm=1749674822,Spain,2018,ES2,laliga2,LaLiga2,LaLiga2,https://www.transfermarkt.com/fc-malaga/startseite/verein/1084/saison_id/2018,2025-09-13 09:06:51
1063,viborg-ff,Viborg FF (1063),https://tmssl.akamaized.net//images/wappen/head/1063.png?lm=1518117799,Denmark,2004,DK1,superligaen,Superliga,Superliga,https://www.transfermarkt.com/viborg-ff/startseite/verein/1063/saison_id/2004,2025-09-13 11:18:00
1083,fk-rostov,FC Rostov (1083),https://tmssl.akamaized.net//images/wappen/head/1083.png?lm=1604130993,Russia,2022,RU1,premier-liga,Premier Liga,Premier Liga,https://www.transfermarkt.com/fk-rostov/startseite/verein/1083/saison_id/2022,2025-09-13 11:55:32
1074,tranmere-rovers,Tranmere Rovers (1074),https://tmssl.akamaized.net//images/wappen/head/1074.png?lm=1626537040,England,2005,GB4,league-two,League Two,League Two,https://www.transfermarkt.com/tranmere-rovers/startseite/verein/1074/saison_id/2005,2025-09-13 10:18:59
10850,fc-nantes-b,FC Nantes B (10850),https://tmssl.akamaized.net//images/wappen/head/10850.png?lm=1581355747,France,2024,C3NA,championnat-national-3-nouvelle-aquitaine,Championnat National 3 - Groupe B,Championnat National 3 - Groupe B,https://www.transfermarkt.com/fc-nantes-b/startseite/verein/10850/saison_id/2024,2025-09-12 14:24:56
10868,us-orleans,US Orléans (10868),https://tmssl.akamaized.net//images/wappen/head/10868.png?lm=1459609692,France,2023,FR3,championnat-national,Championnat National,Championnat National,https://www.transfermarkt.com/us-orleans/startseite/verein/10868/saison_id/2023,2025-09-13 09:31:36
10870,fortaleza-esporte-clube,Fortaleza Esporte Clube (10870),https://tmssl.akamaized.net//images/wappen/head/10870.png?lm=1631541450,Brazil,2022,BRA1,campeonato-brasileiro-serie-a,Campeonato Brasileiro Série A,Campeonato Brasileiro Série A,https://www.transfermarkt.com/fortaleza-esporte-clube/startseite/verein/10870/saison_id/2022,2025-09-13 11:55:35
1088,afc-rochdale,Rochdale AFC (1088),https://tmssl.akamaized.net//images/wappen/head/1088.png?lm=1411412476,England,2023,CNAT,national-league,National League,National League,https://www.transfermarkt.com/afc-rochdale/startseite/verein/1088/saison_id/2023,2025-09-13 10:47:56
10872,fc-girondins-bordeaux-b,FC Girondins Bordeaux B (10872),https://tmssl.akamaized.net//images/wappen/head/10872.png?lm=1627322046,France,2014,,,,,https://www.transfermarkt.com/fc-girondins-bordeaux-b/startseite/verein/10872/saison_id/2014,2025-09-13 09:37:04
10825,fc-sochaux-montbeliard-b,FC Sochaux-Montbéliard B (10825),https://tmssl.akamaized.net//images/wappen/head/10825.png?lm=1682675956,France,2019,C3NO,championnat-national-3-normandie,Championnat National 3 - Groupe F,Championnat National 3 - Groupe F,https://www.transfermarkt.com/fc-sochaux-montbeliard-b/startseite/verein/10825/saison_id/2019,2025-09-13 09:47:47
1090,az-alkmaar,AZ Alkmaar (1090),https://tmssl.akamaized.net//images/wappen/head/1090.png?lm=1586848339,Netherlands,2024,NL1,eredivisie,Eredivisie,Eredivisie,https://www.transfermarkt.com/az-alkmaar/startseite/verein/1090/saison_id/2024,2025-09-13 11:41:42
1092,if-brommapojkarna,IF Brommapojkarna (1092),https://tmssl.akamaized.net//images/wappen/head/1092.png?lm=1667670777,Sweden,2008,SE1,allsvenskan,Allsvenskan,Allsvenskan,https://www.transfermarkt.com/if-brommapojkarna/startseite/verein/1092/saison_id/2008,2025-09-13 10:55:36
1095,es-troyes-ac,ESTAC Troyes (1095),https://tmssl.akamaized.net//images/wappen/head/1095.png?lm=1599945497,France,2024,FR2,ligue-2,Ligue 2,Ligue 2,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2024,2025-09-13 10:20:53
1096,royal-antwerpen-fc,Royal Antwerp FC (1096),https://tmssl.akamaized.net//images/wappen/head/1096.png?lm=1623758865,Belgium,2002,BE1,jupiler-pro-league,Jupiler Pro League,Jupiler Pro League,https://www.transfermarkt.com/royal-antwerpen-fc/startseite/verein/1096/saison_id/2002,2025-09-13 11:48:47
1091,paok-thessaloniki,PAOK Thessaloniki (1091),https://tmssl.akamaized.net//images/wappen/head/1091.png?lm=1562577576,Greece,2009,GR1,super-league-1,Super League 1,Super League 1,https://www.transfermarkt.com/paok-thessaloniki/startseite/verein/1091/saison_id/2009,2025-09-13 11:23:08
1098,stockport-county,Stockport County (1098),https://tmssl.akamaized.net//images/wappen/head/1098.png?lm=1591360399,England,2020,GB3,league-one,League One,League One,https://www.transfermarkt.com/stockport-county/startseite/verein/1098/saison_id/2020,2025-09-13 13:13:21
10949,sporting-lissabon-b,Sporting CP B (10949),https://tmssl.akamaized.net//images/wappen/head/10949.png?lm=1487424635,Portugal,2014,PO2,liga-portugal-2,Liga Portugal 2,Liga Portugal 2,https://www.transfermarkt.com/sporting-lissabon-b/startseite/verein/10949/saison_id/2014,2025-09-13 10:32:14
10958,ac-mailand-u19,AC Milan Primavera (10958),https://tmssl.akamaized.net//images/wappen/head/10958.png?lm=1605166628,Italy,2003,IJ1,primavera-1,Primavera 1,Primavera 1,https://www.transfermarkt.com/ac-mailand-u19/startseite/verein/10958/saison_id/2003,2025-09-13 09:17:08
1100,sk-brann,SK Brann (1100),https://tmssl.akamaized.net//images/wappen/head/1100.png?lm=1444211296,Norway,2000,NO1,eliteserien,Eliteserien,Eliteserien,https://www.transfermarkt.com/sk-brann/startseite/verein/1100/saison_id/2000,2025-09-13 13:21:24
10920,umm-salal-sc,Umm Salal SC (10920),https://tmssl.akamaized.net//images/wappen/head/10920.png?lm=1729765649,Qatar,2017,QSL,qatar-stars-league,Qatar Stars League,Qatar Stars League,https://www.transfermarkt.com/umm-salal-sc/startseite/verein/10920/saison_id/2017,2025-09-13 12:05:59
1101,if-elfsborg-boras,IF Elfsborg (1101),https://tmssl.akamaized.net//images/wappen/head/1101.png?lm=1445330037,Sweden,2002,SE1,allsvenskan,Allsvenskan,Allsvenskan,https://www.transfermarkt.com/if-elfsborg-boras/startseite/verein/1101/saison_id/2002,2025-09-13 10:47:08
10907,fc-zamora,Zamora CF (10907),https://tmssl.akamaized.net//images/wappen/head/10907.png?lm=1422972812,Spain,2015,E3G1,primera-division-r-f-e-f-grupo-i,Primera Federación - Grupo I,Primera Federación - Grupo I,https://www.transfermarkt.com/fc-zamora/startseite/verein/10907/saison_id/2015,2025-09-13 09:14:10
11,fc-arsenal,Arsenal FC (11),https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,England,2004,GB1,premier-league,Premier League,Premier League,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2004,2025-09-13 09:22:44
109,ssv-jahn-regensburg,SSV Jahn Regensburg (109),https://tmssl.akamaized.net//images/wappen/head/109.png?lm=1656939001,Germany,2002,L3,3-liga,3. Liga,3. Liga,https://www.transfermarkt.com/ssv-jahn-regensburg/startseite/verein/109/saison_id/2002,2025-09-13 10:35:23
1103,ternana-calcio,Ternana Calcio (1103),https://tmssl.akamaized.net//images/wappen/head/1103.png?lm=1532531645,Italy,2007,IT3B,serie-c-girone-b,Serie C - Girone B,Serie C - Girone B,https://www.transfermarkt.com/ternana-calcio/startseite/verein/1103/saison_id/2007,2025-09-13 10:26:51
1108,deportivo-alaves,Deportivo Alavés (1108),https://tmssl.akamaized.net//images/wappen/head/1108.png?lm=1596131395,Spain,2024,ES1,laliga,LaLiga,LaLiga,https://www.transfermarkt.com/deportivo-alaves/startseite/verein/1108/saison_id/2024,2025-09-13 09:14:07
1109,bk-hacken,BK Häcken (1109),https://tmssl.akamaized.net//images/wappen/head/1109.png?lm=1406273241,Sweden,2001,SE1,allsvenskan,Allsvenskan,Allsvenskan,https://www.transfermarkt.com/bk-hacken/startseite/verein/1109/saison_id/2001,2025-09-13 10:47:00
11107,mol-fehervar-fc,Videoton FC Fehérvár (11107),https://tmssl.akamaized.net//images/wappen/head/11107.png?lm=1582047467,Hungary,2025,UN2,nemzeti-bajnoksag-ii-,Nemzeti Bajnokság II.,Nemzeti Bajnokság II.,https://www.transfermarkt.com/mol-fehervar-fc/startseite/verein/11107/saison_id/2025,2025-09-13 12:42:40
11008,juventus-turin-u19,Juventus Primavera (11008),https://tmssl.akamaized.net//images/wappen/head/11008.png?lm=1594291455,Italy,2005,IJ1,primavera-1,Primavera 1,Primavera 1,https://www.transfermarkt.com/juventus-turin-u19/startseite/verein/11008/saison_id/2005,2025-09-13 09:20:20
1110,huddersfield-town,Huddersfield Town (1110),https://tmssl.akamaized.net//images/wappen/head/1110.png?lm=1567439677,England,2014,GB3,league-one,League One,League One,https://www.transfermarkt.com/huddersfield-town/startseite/verein/1110/saison_id/2014,2025-09-13 10:14:39
11127,ural-ekaterinburg,Ural Yekaterinburg (11127),https://tmssl.akamaized.net//images/wappen/head/11127.png?lm=1500926160,Russia,2024,RU2,1-division,1.Division,1.Division,https://www.transfermarkt.com/ural-ekaterinburg/startseite/verein/11127/saison_id/2024,2025-09-13 12:12:48
1112,afc-wrexham,Wrexham AFC (1112),https://tmssl.akamaized.net//images/wappen/head/1112.png?lm=1704797430,Wales,2004,GB2,championship,Championship,Championship,https://www.transfermarkt.com/afc-wrexham/startseite/verein/1112/saison_id/2004,2025-09-13 09:31:46
11141,toronto-fc,Toronto FC (11141),https://tmssl.akamaized.net//images/wappen/head/11141.png?lm=1410196948,Canada,2004,MLS1,major-league-soccer,Major League Soccer,Major League Soccer,https://www.transfermarkt.com/toronto-fc/startseite/verein/11141/saison_id/2004,2025-09-13 11:08:08
11154,nec-nijmegen-u21,NEC Nijmegen U21 (11154),https://tmssl.akamaized.net//images/wappen/head/11154.png?lm=1581615542,Netherlands,2022,212F,u21-divisie-2-herbst,U21 Division 2 Fall,U21 Division 2 Fall,https://www.transfermarkt.com/nec-nijmegen-u21/startseite/verein/11154/saison_id/2022,2025-09-13 13:27:48
11228,north-carolina-fc,North Carolina FC (11228),https://tmssl.akamaized.net//images/wappen/head/11228.png?lm=1482358219,United States,2010,USL,usl-championship,USL Championship,USL Championship,https://www.transfermarkt.com/north-carolina-fc/startseite/verein/11228/saison_id/2010,2025-09-13 12:03:05
1123,norwich-city,Norwich City (1123),https://tmssl.akamaized.net//images/wappen/head/1123.png?lm=1655469640,England,2004,GB2,championship,Championship,Championship,https://www.transfermarkt.com/norwich-city/startseite/verein/1123/saison_id/2004,2025-09-13 09:32:48
11273,rodez-af,Rodez AF (11273),https://tmssl.akamaized.net//images/wappen/head/11273.png?lm=1498251875,France,2022,FR2,ligue-2,Ligue 2,Ligue 2,https://www.transfermarkt.com/rodez-af/startseite/verein/11273/saison_id/2022,2025-09-13 09:41:51
1132,fc-burnley,Burnley FC (1132),https://tmssl.akamaized.net//images/wappen/head/1132.png?lm=1686818840,England,2000,GB1,premier-league,Premier League,Premier League,https://www.transfermarkt.com/fc-burnley/startseite/verein/1132/saison_id/2000,2025-09-13 10:15:03
11368,az-alkmaar-ii,AZ Alkmaar U21 (11368),https://tmssl.akamaized.net//images/wappen/head/11368.png?lm=1630564038,Netherlands,2025,NL2,keuken-kampioen-divisie,Keuken Kampioen Divisie,Keuken Kampioen Divisie,https://www.transfermarkt.com/az-alkmaar-ii/startseite/verein/11368/saison_id/2025,2025-09-11 20:43:22
11194,nk-lokomotiva-zagreb,NK Lokomotiva Zagreb (11194),https://tmssl.akamaized.net//images/wappen/head/11194.png?lm=1505567651,Croatia,2025,KR1,1-hnl,SuperSport HNL,SuperSport HNL,https://www.transfermarkt.com/nk-lokomotiva-zagreb/startseite/verein/11194/saison_id/2025,2025-09-13 11:03:27
11282,alanyaspor,Alanyaspor (11282),https://tmssl.akamaized.net//images/wappen/head/11282.png?lm=1753428907,Türkiye,2003,TR1,super-lig,Süper Lig,Süper Lig,https://www.transfermarkt.com/alanyaspor/startseite/verein/11282/saison_id/2003,2025-09-13 10:46:51
1147,ac-ajaccio,AC Ajaccio (1147),https://tmssl.akamaized.net//images/wappen/head/1147.png?lm=1408538965,France,2000,,,,,https://www.transfermarkt.com/ac-ajaccio/startseite/verein/1147/saison_id/2000,2025-09-13 10:15:31
114,besiktas-istanbul,Besiktas JK (114),https://tmssl.akamaized.net//images/wappen/head/114.png?lm=1741019298,Türkiye,2010,TR1,super-lig,Süper Lig,Süper Lig,https://www.transfermarkt.com/besiktas-istanbul/startseite/verein/114/saison_id/2010,2025-09-13 09:48:49
1148,fc-brentford,Brentford FC (1148),https://tmssl.akamaized.net//images/wappen/head/1148.png?lm=1625150543,England,2003,GB1,premier-league,Premier League,Premier League,https://www.transfermarkt.com/fc-brentford/startseite/verein/1148/saison_id/2003,2025-09-13 10:19:12
1146,club-necaxa,Club Necaxa (1146),https://tmssl.akamaized.net//images/wappen/head/1146.png?lm=1418834772,Mexico,2014,MEXA,liga-mx-apertura,Liga MX Apertura,Liga MX Apertura,https://www.transfermarkt.com/club-necaxa/startseite/verein/1146/saison_id/2014,2025-09-13 11:29:54
